date,Y1,Y2,Y3,Y4,Y5
2000-04-05,1.1726832,1.2101526,-0.65479463,1.6899451,1.7643213
2000-04-06,-0.5489145,2.370467,-0.57414216,1.1103503,1.4614178
2000-04-07,-1.0416065,-0.0053407587,-0.38885435,1.2665826,0.70738757
2000-04-08,-1.8830254,0.83566445,0.8845971,2.9153562,1.3690019
2000-04-09,-1.355566,0.9636711,-2.0273092,2.1623394,0.059618473
2000-04-10,-2.9057217,3.1278725,-0.283657,1.9686422,-1.4851472
2000-04-11,-1.9301486,1.4208287,-5.06432,-1.3093995,-0.84322995
2000-04-12,0.5030576,2.6064308,-1.0827808,-2.0260026,-4.425441
2000-04-13,1.6108904,1.8259138,-2.261448,-1.8622448,-0.6112729
2000-04-14,0.84233934,-0.28109244,1.0447209,-0.90387815,-3.450842
2000-04-15,1.0867565,0.73972905,0.35549787,1.215064,-2.0478737
2000-04-16,-0.10881795,2.2392914,0.79216987,0.19446908,0.238238
2000-04-17,-0.06298192,2.0911746,-1.2832677,1.0548191,-0.73617595
2000-04-18,-0.5817921,2.065704,-1.7692801,-0.32039696,-1.0648341
2000-04-19,0.5456368,1.4600966,-1.1731318,-1.8456119,-2.0667644
2000-04-20,-0.5349327,2.1928427,-0.9504609,-2.5886433,-1.0609155
2000-04-21,-1.2124437,-0.37579194,-2.0894444,-1.6566149,-0.025302136
2000-04-22,0.48190364,1.4700938,2.1705923,-2.4268157,-2.0476098
2000-04-23,0.6401204,1.397241,-0.46794838,-0.6353238,-0.7595261
2000-04-24,1.9217001,2.8165243,0.56286,0.66846985,-1.6835018
2000-04-25,0.56265426,0.48290536,-0.16529094,2.298982,1.6013057
2000-04-26,0.81039083,1.0465984,-2.639969,0.09185406,1.6304591
2000-04-27,0.89382356,1.309076,0.0121584525,1.196609,-1.4994285
2000-04-28,-0.018244727,1.241269,-0.120973736,-0.25709218,0.5972104
2000-04-29,-1.0782193,0.80621177,0.0030652427,-0.517275,-1.5117499
2000-04-30,-0.824482,1.6952423,-0.14621177,-0.73670346,0.89885014
2000-05-01,0.123953395,2.0820665,-2.8880568,-2.275162,-0.20139788
2000-05-02,-0.41438922,0.4531707,-0.8822262,-0.9155967,-2.620892
2000-05-03,-0.10646607,0.65313137,-0.8806715,-0.8566977,-0.28104937
2000-05-04,0.35578564,0.66603446,0.82313675,0.08132921,0.12519538
2000-05-05,0.37036988,2.5050132,0.38230735,-0.7660418,0.15826808
2000-05-06,1.8427855,1.4159836,-1.9831966,-0.98437154,-1.4332415
2000-05-07,0.6391376,0.90203846,-1.3356153,-0.5763844,-2.0268762
2000-05-08,-0.41013792,2.6933045,-0.09065342,-0.96973723,-1.0116401
2000-05-09,-0.68905425,0.77395123,-0.75348395,0.091439955,-1.6738775
2000-05-10,-0.24411777,1.9248226,-1.7265242,1.088705,0.11781026
2000-05-11,-1.4567853,1.5537851,-1.4669194,0.71238303,-0.9387434
2000-05-12,-2.5216217,2.5920722,-0.90979314,1.1135695,-1.032926
2000-05-13,-1.0415994,2.1624842,-3.7623343,0.18156764,-1.0678188
2000-05-14,-1.0396852,1.7924813,-4.7902327,-0.4806207,-2.0320623
2000-05-15,0.78579754,1.708223,-1.1408854,1.2143276,-0.87183607
2000-05-16,0.29317826,-0.5996427,-1.7929162,1.1077108,-0.39263093
2000-05-17,-0.6934489,-0.39103416,-2.525041,-0.36223868,1.8078856
2000-05-18,-0.15430994,-1.2167703,0.54452574,-0.7199308,-0.42877883
2000-05-19,1.465345,-0.74302673,-0.46378148,-1.5605795,1.7669911
2000-05-20,-1.6355317,0.8204092,1.50587,-0.5622577,-1.58224
2000-05-21,-1.6766233,1.1268256,-1.1635137,-2.1359675,-0.7109397
2000-05-22,-0.5797347,1.8138723,-0.9795504,-2.153673,-1.6006052
2000-05-23,-1.31441,1.536166,-0.11517184,-1.325419,0.20501174
2000-05-24,-0.42119774,-0.49294806,-2.2324908,0.03895223,-2.39229
2000-05-25,0.6883364,-0.78239304,-0.020932214,1.1530781,-0.46360466
2000-05-26,0.22583283,0.20950776,1.0461938,-0.7763237,0.6397347
2000-05-27,-1.2116324,1.3774887,-0.43023348,0.06584063,-0.87394965
2000-05-28,-1.419978,-0.7249854,-2.9520855,-0.5054927,-0.33433998
2000-05-29,-1.3329328,0.2967415,-1.3854717,-2.5091276,-1.9570374
2000-05-30,-0.5240085,-0.6383994,-0.35418716,-2.3850927,-2.4791324
2000-05-31,-0.9836972,-2.9662406,2.2631724,0.33484504,-0.41429096
2000-06-01,0.031561997,-0.53040785,0.87863743,-0.33509606,1.8561617
2000-06-02,0.83635205,-0.9976505,3.1648407,-1.3094596,-0.15810248
2000-06-03,1.1189802,-3.1425686,1.6502298,-2.2634227,0.9204548
2000-06-04,-0.26676708,-2.573597,3.43123,-0.90336555,0.7041374
2000-06-05,1.5082669,0.88938326,0.391311,-0.0047781677,0.50985926
2000-06-06,-1.4796524,-1.4950002,1.6248906,-1.029568,0.37918368
2000-06-07,-2.3392558,-2.211962,-0.34638202,0.22407708,-0.23189788
2000-06-08,-1.3009666,-1.7331573,-0.098592564,-0.31824473,0.17339201
2000-06-09,0.42225584,-2.319158,-0.46087772,0.51213413,0.19976549
2000-06-10,2.1515512,-0.6379282,-0.51408553,1.2144129,8.933246e-05
2000-06-11,0.06822791,-0.18701445,3.373145,-0.20500617,2.1703143
2000-06-12,-0.7580325,0.18505159,1.4526745,-0.7008814,2.4405918
2000-06-13,0.8840702,-0.0017911239,0.41445464,-0.10912316,0.0021169812
2000-06-14,1.4068989,0.64661175,1.6323256,1.4981916,0.005015905
2000-06-15,1.1383625,1.8367796,-1.2627274,3.4071438,1.6478274
2000-06-16,-0.8953722,-2.1151311,-0.053481076,1.3760068,0.82936364
2000-06-17,-1.0938318,-0.542491,0.15352477,2.6777964,-0.17775224
2000-06-18,-1.7635801,0.75765556,0.37619275,3.166089,3.6502683
2000-06-19,-1.0843909,1.2990572,-0.6923174,3.2991972,2.6488934
2000-06-20,-1.7141801,0.8282337,-1.8528632,0.7161052,1.0327504
2000-06-21,-2.5571554,1.7279737,-1.6892897,1.0610125,0.5850537
2000-06-22,-2.5224605,0.46211487,-2.830673,0.2812555,-2.3942802
2000-06-23,-2.0808878,-0.15882516,-1.184891,-0.27414542,-0.099322766
2000-06-24,-1.0901998,2.3397343,-1.8530627,-0.2256068,-0.8292248
2000-06-25,-0.66068715,1.3919543,-1.4581939,-0.4362155,-1.6550041
2000-06-26,-0.698893,1.3562733,0.0097262515,-0.23137477,-2.2356527
2000-06-27,-3.3278136,0.6354895,-2.532174,-1.6518055,-0.3293765
2000-06-28,-2.684444,0.5115043,-4.4148216,-1.0644445,-3.0609052
2000-06-29,-5.7693324,-0.79218656,-2.6008112,-0.5762073,-4.4153447
2000-06-30,-3.7205,0.049493782,-1.5986936,-1.4413059,-0.3039975
2000-07-01,-2.2763143,-1.4242216,-1.2989814,-1.7436227,-0.029160023
2000-07-02,-2.6382117,-0.22369517,-0.94345677,-1.007753,-3.317904
2000-07-03,-2.6481826,-1.5145549,-2.5095117,-0.8173417,-1.1171181
2000-07-04,-5.5232816,-2.6395524,-1.3271555,-0.6117012,-0.50145555
2000-07-05,-2.297426,0.38417503,-2.6648777,0.16549152,-1.2818809
2000-07-06,-2.2133403,2.1534853,-2.2134142,0.40656453,-1.4092281
2000-07-07,-0.8187185,0.9704173,-1.0987881,-0.7996334,-1.4439865
2000-07-08,-1.3814642,1.0237777,-2.243467,-1.6015843,-1.5033215
2000-07-09,-0.13553722,3.4448516,-2.1918075,-2.4739358,-2.9106052
2000-07-10,-1.2373943,2.4108503,-0.5737147,-0.19591054,-2.6730022
2000-07-11,-0.985566,0.9720195,-2.3621273,-0.49183252,-1.4802881
2000-07-12,-2.826301,1.9642118,-0.94147474,-1.0207137,-1.0767367
2000-07-13,-2.4605596,0.95205605,-4.238527,-1.3499787,-0.4996881
2000-07-14,-2.3887336,0.9771929,-2.5583,-1.8469455,-1.9187587
2000-07-15,-3.3756366,-0.17699797,-2.5583296,-0.44975123,-2.2326639
2000-07-16,-1.7174319,0.35631055,-0.79404247,-0.7237721,-2.1771328
2000-07-17,0.25578922,0.91829616,-0.14633235,-1.4397908,-0.9001704
2000-07-18,0.20669048,1.9570968,-0.07614351,-0.7264135,-0.38355437
2000-07-19,-1.3605598,2.0953999,-1.6812654,-2.018556,-1.4331323
2000-07-20,0.6079722,3.865297,-2.3439312,-1.2348548,-4.0129085
2000-07-21,-0.3053984,1.7492465,-5.140682,0.3139494,-2.852641
2000-07-22,0.30827183,0.58848894,-2.3629713,0.24991778,-4.24648
2000-07-23,1.4812589,0.8976137,-0.8442108,0.68424606,-1.9762187
2000-07-24,0.89965975,0.2175499,0.7787066,1.6399376,-0.7554217
2000-07-25,1.9503855,2.0047464,0.788383,2.2561963,-0.2644501
2000-07-26,1.0344585,0.47094423,0.07302403,-0.26419497,1.094053
2000-07-27,3.3635705,2.1328824,-0.07270876,0.8865739,1.4584509
2000-07-28,3.0653222,0.3908975,1.3123748,1.2760261,-1.6763867
2000-07-29,4.1183095,0.30774102,2.6476443,0.13200617,1.3009999
2000-07-30,2.8680103,0.50420356,1.4495512,-1.1563655,1.2063351
2000-07-31,0.8751947,-1.1984217,2.2494218,-0.62261665,0.029565055
2000-08-01,0.18055275,-2.0338244,0.6661962,-0.58895534,0.75231147
2000-08-02,0.39002925,-3.4548244,0.9947026,-1.708013,0.46789926
2000-08-03,-0.76578945,-0.5647792,3.5954902,-2.2501385,1.5424148
2000-08-04,-0.8755364,-1.8166771,0.57921857,-3.4623296,0.3819235
2000-08-05,-1.5185741,-1.9096674,-0.35327247,-0.8838434,-1.4781227
2000-08-06,-2.0095754,-3.0175285,-0.20073867,0.8083561,2.0563195
2000-08-07,0.27727515,-0.5726438,1.3875365,1.6670018,1.0945106
2000-08-08,-0.42191705,-1.8396662,1.505647,1.559335,4.2798996
2000-08-09,-2.4317973,-1.9290695,1.0183059,-0.04812056,1.4356563
2000-08-10,-2.6906505,-0.6741114,0.11246391,0.1886151,-0.031926796
2000-08-11,-2.390795,-0.9328701,-1.598324,0.45502812,-0.95084
2000-08-12,-0.5810625,1.0574132,-0.6033742,0.06883958,-0.3304398
2000-08-13,-1.2705721,0.13577066,-1.8718972,-1.396825,-0.8676397
2000-08-14,-2.237193,1.1288297,-1.2055514,-1.4095505,-1.6380928
2000-08-15,-3.0248024,0.7154467,-2.8668766,0.1648665,-2.0571418
2000-08-16,-2.1683311,0.7138497,-2.5850947,0.6351488,-1.1234528
2000-08-17,-1.1449924,-0.5619679,-0.25730702,0.47666338,0.666648
2000-08-18,-1.2715307,0.38704017,-0.22636576,-0.21135533,1.8379632
2000-08-19,-1.8304616,1.213658,-2.5307708,0.7076287,-0.05553447
2000-08-20,-2.2983398,1.5380007,-0.35820347,0.34794086,-1.2818749
2000-08-21,-3.2902522,2.502743,-2.107174,0.004614538,-0.7348335
2000-08-22,-3.2864678,1.4396386,-4.1095433,-1.0305241,-1.9468765
2000-08-23,-2.4142916,1.9086369,-4.255629,-0.99053025,-1.064849
2000-08-24,-0.4713394,-0.534416,-3.1455967,-0.58392465,-3.6969335
2000-08-25,-1.9994954,-0.5254484,-0.9296273,-0.33074152,-1.4120096
2000-08-26,-0.1415113,-1.4991889,-1.9090995,1.116338,1.3175347
2000-08-27,-1.9363039,-1.427747,-0.80371386,-0.07383766,0.026122462
2000-08-28,0.73773366,-1.2636601,-1.31279,-1.2354232,-1.9813317
2000-08-29,1.0230925,-0.31141108,1.3194023,-1.9741975,-0.012044555
2000-08-30,0.5386522,-0.44608092,1.3097602,0.4995797,-1.4388928
2000-08-31,0.10714638,2.4677947,-0.35109818,0.7745267,-0.5251658
2000-09-01,-0.014399555,0.14010854,-1.8978809,1.3134933,-0.45189232
2000-09-02,-0.25967154,-0.072483964,-1.2335349,0.78905463,-1.7583548
2000-09-03,-1.5572782,0.16121884,-2.2224743,2.2835743,-0.48933804
2000-09-04,-0.9500432,1.6760967,-1.76526,2.895449,-0.973085
2000-09-05,-1.5354533,-0.09254388,-0.26171464,2.3976727,-2.0466294
2000-09-06,-1.3364748,-2.8155975,-0.10865463,1.3721035,1.0497602
2000-09-07,-1.3826957,-2.0286002,1.6311398,0.5894685,1.5028976
2000-09-08,-2.5294466,-1.0974041,2.0745096,1.1546552,1.545771
2000-09-09,-1.9612225,-1.0759405,-0.4221711,-0.10243994,3.7788358
2000-09-10,-1.6202446,-0.94143057,-0.56051505,-0.8542215,0.31659934
2000-09-11,-2.309671,-1.9287561,-1.3756274,-1.3380152,-2.168391
2000-09-12,-2.5497622,-0.61358565,-0.7412677,-1.0965307,0.045016617
2000-09-13,-1.5909009,-0.5646383,0.90172386,0.76690865,0.08086725
2000-09-14,-0.52862,0.08228881,-0.82921064,1.0459919,1.2504538
2000-09-15,-1.0014849,-2.4909883,0.9064,-0.45928723,-0.3610387
2000-09-16,-0.50014794,-1.6433054,-0.1515597,1.6850051,0.65315974
2000-09-17,0.034945954,-2.128133,0.97017413,1.9844099,1.3386034
2000-09-18,1.0084372,-4.0271983,2.0979607,2.908124,1.8080326
2000-09-19,1.1368328,-3.9842527,2.1027074,2.0913904,4.0131946
2000-09-20,2.2640846,-3.2928796,2.7335982,-1.9335872,2.5925453
2000-09-21,0.4981037,-2.6187773,3.1668851,1.1103141,1.6565304
2000-09-22,0.83901566,-3.1342275,2.6612926,0.89467835,2.9409819
2000-09-23,1.2314951,-3.370995,2.3325913,2.6665168,1.4221551
2000-09-24,1.764829,-2.9599884,2.9215071,2.715744,4.400538
2000-09-25,0.71456736,-3.9671173,2.6157904,3.3529856,3.0821497
2000-09-26,-0.1563282,-1.756953,3.740551,0.64724356,5.5267854
2000-09-27,1.7301933,-1.2117487,0.09001871,-1.5117722,4.172792
2000-09-28,0.56634784,-0.12104601,2.220979,-1.3015883,-0.2157946
2000-09-29,0.086320065,0.02418161,-1.0115486,-1.1775538,-0.7024534
2000-09-30,0.65331376,-0.83040303,-1.0603765,0.7659608,0.29251465
2000-10-01,-1.5160922,-0.9507211,2.7714086,0.97163117,-1.3091784
2000-10-02,-2.2715337,0.9142463,0.0656051,-0.016497558,2.6630964
2000-10-03,-1.0085746,-0.6741058,-2.2424436,-0.58314985,-0.14070678
2000-10-04,-3.921982,1.3873003,0.2617661,0.64780736,0.1208666
2000-10-05,-2.3571422,-0.1769526,-2.9655616,0.13911676,1.5314376
2000-10-06,-0.7120205,1.3223351,-2.2514756,-0.41708088,-1.3196833
2000-10-07,-1.532106,0.79096144,-0.9809741,-1.720102,-0.94945526
2000-10-08,-3.8766234,-0.08270327,-2.8197634,-1.0722057,-0.62096703
2000-10-09,-2.7359805,-0.609053,-0.4956644,-2.2211213,-0.7608477
2000-10-10,-3.5337448,0.58131063,-2.2976031,-1.5993221,-0.63310504
2000-10-11,-3.7899642,0.46990183,-3.5861125,-1.4450305,-1.6711181
2000-10-12,-1.658715,-0.63174635,-2.462047,-0.22074015,-1.477386
2000-10-13,-1.9872638,0.5719646,-2.0848377,1.384313,-1.7232329
2000-10-14,-1.696337,-0.566269,-0.84205323,1.1711143,-0.42410535
2000-10-15,-3.9425192,-1.8999289,0.0045470186,-0.4229482,-1.3750429
2000-10-16,-3.0431101,-1.8342289,-1.0898689,-0.8403159,0.5154623
2000-10-17,-3.0931785,-2.3399425,1.1796035,-2.0495114,0.68643147
2000-10-18,-1.6476886,-1.1895198,0.22778529,-0.69847786,0.2771383
2000-10-19,-2.3217618,-0.11385695,-0.58022666,-0.11370102,-0.20057802
2000-10-20,-2.5975533,-1.4670181,-1.255858,-0.68256867,0.40770635
2000-10-21,-1.7858113,-0.64933586,0.26683122,-0.79672146,-0.41123414
2000-10-22,-0.22662772,0.63617945,-0.047746703,-0.7758809,0.69867694
2000-10-23,0.91620946,1.8092276,-0.42217112,-0.65969247,-0.03381059
2000-10-24,0.8520629,4.438114,-3.4504015,0.7234101,-0.025520334
2000-10-25,1.6605669,4.159931,-1.8671961,1.3538207,-0.08149824
2000-10-26,2.0434551,1.0128201,-0.97983825,0.24430932,-1.9885398
2000-10-27,1.9956172,0.9169016,0.67969936,1.2395796,-0.4314228
2000-10-28,2.8678415,2.1491532,0.72347975,-1.3682165,0.4956387
2000-10-29,2.140453,3.506741,-0.9980044,-1.4385563,-1.6539103
2000-10-30,1.1518204,1.7565312,-1.532045,-1.1315614,-0.8132256
2000-10-31,0.4219735,0.103202626,-1.5961616,-1.7357205,-3.112599
2000-11-01,1.6465844,1.2894139,1.3628435,0.28477678,-1.9125603
2000-11-02,0.7126324,-1.7714661,1.040879,-0.35179,0.4495291
2000-11-03,0.14780259,0.31777114,2.0838802,0.19201198,0.3370925
2000-11-04,-1.3401364,1.8915976,-1.3115307,0.42983335,2.9334183
2000-11-05,-1.1201509,1.6909561,-1.936315,0.8932082,-0.62820524
2000-11-06,-0.8672224,2.0178819,-2.1734076,1.2671782,-1.3338937
2000-11-07,0.61146414,2.526818,-1.6701771,0.85135335,-0.59315556
2000-11-08,-1.1796865,2.0440378,-1.8926218,0.29090968,-1.3506255
2000-11-09,-1.4904416,0.6829884,-1.7054691,-1.2681577,-0.89152694
2000-11-10,-0.43549716,0.6131037,-1.6363039,-1.2859274,-1.4875352
2000-11-11,0.4165691,1.5008878,-0.80252635,-0.17748214,-3.0309827
2000-11-12,-0.5135172,1.6027948,0.21566449,1.048418,0.39001828
2000-11-13,1.0378157,-0.6726933,-0.25568628,0.40199494,0.2152548
2000-11-14,2.7526567,-0.5642529,-0.10047163,0.6751254,0.3891965
2000-11-15,2.685717,-0.2037366,1.3336743,1.263147,0.68946964
2000-11-16,0.02673287,-0.7204623,1.557739,-0.063921005,0.26221862
2000-11-17,-1.1604712,-2.4629574,2.1598074,-1.4664353,0.7682176
2000-11-18,-2.6756299,-3.6404266,2.078352,-2.8476193,0.138547
2000-11-19,-2.063905,-3.0078595,0.4770947,-2.4606411,-2.1135683
2000-11-20,-1.7836745,-0.8500374,1.2838211,-0.24093474,-0.3453649
2000-11-21,-0.6127752,-1.8526983,0.068781026,0.59776753,0.82171845
2000-11-22,-1.5799674,0.06983536,0.93410873,0.9442218,0.7400586
2000-11-23,-2.3412502,-0.34110698,-0.06554885,0.78717095,-2.0675004
2000-11-24,-2.053941,-0.48347494,-0.28408203,0.672692,0.56207776
2000-11-25,-2.5724819,-0.9988466,-0.637806,-0.66587555,-0.27998528
2000-11-26,-3.538302,0.07133379,-1.973859,-0.55474424,-1.0011319
2000-11-27,-4.205991,-1.0209002,-2.3099785,1.1072626,-2.5053256
2000-11-28,-0.4821167,-0.029419575,-3.110946,0.5396115,-0.53958684
2000-11-29,-0.76513803,0.7073585,-1.4050103,-0.18302481,-1.0976335
2000-11-30,-0.87178206,-0.22243214,-0.8360292,-1.1784135,-1.4391361
2000-12-01,-1.0145514,1.6685472,1.8534017,-0.9816244,-1.4595838
2000-12-02,-1.7026483,1.3788466,-0.39598596,1.2995498,0.7792024
2000-12-03,-1.2427434,0.8848126,-2.029779,0.7194087,-0.18731466
2000-12-04,0.26674825,0.57264805,-2.3796453,1.2744819,-0.90140074
2000-12-05,1.9444762,2.6392844,0.38140154,1.7923237,-0.501691
2000-12-06,2.6442256,2.0182593,-1.7177526,1.4516525,-0.7573176
2000-12-07,1.367152,0.8589465,0.34252697,0.80776906,-1.055465
2000-12-08,1.2596976,0.08672256,1.0617052,0.40883324,-0.64840555
2000-12-09,0.3621808,0.20415767,0.3753482,-0.62269306,1.1574101
2000-12-10,2.1366937,0.2650763,1.2612393,-2.3570309,-0.79363394
2000-12-11,4.522763,-0.7197506,1.5674922,-0.44104996,-1.2340153
2000-12-12,4.65378,1.3715705,0.855813,-1.0760542,-1.0380104
2000-12-13,1.6551569,2.5376782,2.300211,1.1141332,-1.4736463
2000-12-14,0.56276965,1.7387886,-2.6203218,1.5900004,0.35548604
2000-12-15,-1.8749819,1.8610116,-2.4044409,1.1456085,-0.84630686
2000-12-16,1.3375342,0.035901308,-0.7216344,1.897526,0.80581033
2000-12-17,1.7600751,-0.41907856,0.77568525,0.190038,0.07988198
2000-12-18,2.8173406,0.58299106,1.0182806,0.5390216,-0.7876173
2000-12-19,2.3575044,0.8540054,0.25449583,0.50981265,0.84768206
2000-12-20,2.4111252,0.45373166,0.3612663,1.0843788,-1.1820539
2000-12-21,0.464089,0.07352312,0.2771889,0.21167447,1.7629457
