date,Y0,Y1,Y2,Y3,Y4,Y5
2000-03-12,2.5029376,-2.5219886,1.7726039,-2.6970022,0.2994831,-0.75423527
2000-03-13,2.2721214,-1.5194018,2.1623392,-4.226899,-2.5570424,-0.6498189
2000-03-14,-0.44252157,-0.80705476,1.3459592,-3.0129077,-2.1913044,-1.2390772
2000-03-15,-0.95388913,-0.7640729,1.6526073,-0.6859991,-1.7529151,-3.7885587
2000-03-16,0.51748234,-2.404026,0.782411,-2.2089965,-0.22877863,-1.3531476
2000-03-17,0.3749386,-2.0302455,0.25200436,-3.1539776,-0.7298962,-1.6533905
2000-03-18,-0.9937295,-2.212146,0.40410095,-0.2838645,0.5785906,-2.1437037
2000-03-19,-0.8634863,-2.608045,-3.0804675,-0.6105033,1.7365057,0.8824723
2000-03-20,-0.31064734,-1.1035221,-1.1277523,1.5367191,0.52663696,2.1776557
2000-03-21,0.26124138,-1.6297387,-1.2095573,0.3704446,2.2326462,1.952632
2000-03-22,0.11070652,-0.546995,-1.3586502,1.2084515,-0.14065956,2.4785914
2000-03-23,-0.3173298,0.78553355,-0.16067322,0.16157691,-0.9268163,0.322805
2000-03-24,-1.2146038,0.92166096,0.48699784,2.7879329,-1.1169642,-0.7286098
2000-03-25,-0.76102674,-0.41382384,-0.27332452,0.34989974,-2.8675392,-0.31686917
2000-03-26,-0.61730146,-1.7096386,-1.6659915,-0.9696525,-1.2298661,-1.3629928
2000-03-27,-0.32404032,-2.013851,-2.2693856,0.6315762,-3.0943863,-1.055666
2000-03-28,-0.93895996,-1.3684169,-2.2794373,0.039959304,-3.1599922,-1.8395439
2000-03-29,-0.21304983,-0.84606105,-2.1053493,1.6326383,-1.5046864,-0.57454693
2000-03-30,-1.0193497,-1.1678379,-0.6975442,0.82394505,1.2362359,0.03544692
2000-03-31,0.49803677,-0.630754,-2.8742282,-0.0730162,0.22377881,1.6246244
2000-04-01,0.7872351,-1.4355681,-0.9703003,0.70643455,0.86371356,1.1084896
2000-04-02,1.4062318,-3.1907792,-0.8761999,-0.97726923,1.0584191,-0.51274097
2000-04-03,0.7658346,-2.6006732,0.998322,-1.0329357,0.98685724,-1.2914566
2000-04-04,2.2130556,-3.0971456,2.9408815,-1.8179295,0.9531811,-0.19398575
2000-04-05,2.1939955,-2.2800639,2.805183,-4.1782355,0.12068193,0.4238195
2000-04-06,1.242155,-1.0067999,2.9890091,-2.620439,-0.102865614,-0.58061415
2000-04-07,0.7639054,-0.27200752,0.9170783,-2.5788755,1.1820902,-3.2001016
2000-04-08,0.5003427,0.22342624,1.0938808,-3.1001768,1.1884269,-0.24251485
2000-04-09,0.22048233,-0.98204696,1.1646774,-0.4190643,1.1567222,-0.2404278
2000-04-10,-0.43528193,-0.27336895,0.86133,-1.2389941,-0.63799727,1.4720234
2000-04-11,0.44188142,-2.568701,0.12277367,-1.3564037,-1.5962379,0.77916014
2000-04-12,-0.31864107,-3.3164976,2.7392387,-0.2080313,1.1357061,-1.0880997
2000-04-13,-0.28302687,-2.6603634,1.1186492,-5.1550884,-0.45435065,-0.19313692
2000-04-14,-0.29418606,-4.1981735,0.48354906,-0.5318303,-0.7011288,-3.301321
2000-04-15,0.08640598,-3.7536151,1.0469059,-3.7515845,-0.5465595,0.92188585
2000-04-16,0.69308656,-2.8588822,-0.069752775,-3.5681121,1.0519875,-2.3788743
2000-04-17,0.66490096,-2.5897882,2.1445472,-0.8226291,0.7327735,-0.95110655
2000-04-18,0.796726,-1.0601978,2.1494746,-4.479428,0.44639406,1.0194379
2000-04-19,-0.25416744,-0.37066975,2.4341385,-0.97959,-1.7352147,-1.287776
2000-04-20,1.0346159,-0.71654344,0.90124303,-2.4124844,0.34780866,-0.5656509
2000-04-21,1.5679021,-1.2507269,1.7890267,-0.9889102,-0.9742205,-1.8800806
2000-04-22,2.6936426,-0.5519035,1.5573174,-3.7125208,-0.9546102,-1.7398211
2000-04-23,2.5074787,0.6698244,2.2411385,-0.5590122,-1.1200277,-1.6447085
2000-04-24,3.0610676,0.71740985,2.2114134,-1.4497398,-0.5624776,-1.9985281
2000-04-25,2.1883001,-0.93398297,2.8569517,-1.7142938,0.11603348,-1.2486521
2000-04-26,2.6638138,0.7175973,3.4444535,-3.7420619,-0.3050473,-0.22056608
2000-04-27,2.058319,1.3736773,0.8608643,-3.2205958,-0.59122163,-1.738497
2000-04-28,1.716198,0.331235,-0.08491089,1.841918,-2.072637,-1.3564873
2000-04-29,0.8425424,0.7444837,-0.58560383,0.078023784,-1.7033086,-0.37954593
2000-04-30,1.7011118,1.135358,-0.9058527,2.331263,-0.4862897,-1.7836105
2000-05-01,1.7634559,1.0473908,-0.82272065,2.1841834,0.7180147,1.4464498
2000-05-02,1.2650795,0.7381475,-0.5462141,0.69489765,1.1434416,3.1510055
2000-05-03,2.2276049,-0.86583495,0.47503477,1.2055166,1.4200066,0.053936142
2000-05-04,1.4748919,-0.6832526,-0.35670274,-0.018546652,1.6371143,1.2450948
2000-05-05,0.2665373,-0.9841386,-0.33490026,-0.15369079,1.88978,3.2069144
2000-05-06,-1.1607411,-1.2219722,0.70103014,-1.1765144,1.6476675,1.1806799
2000-05-07,-0.93316215,-1.848944,0.94802856,-1.7760054,3.1304471,1.2766223
2000-05-08,0.28338695,-1.6917971,0.25281608,-2.8937674,0.9514637,0.88081586
2000-05-09,0.42602563,-2.3551247,-0.22068495,-0.3123401,0.19743209,-1.3619626
2000-05-10,-0.13300917,-2.548273,0.9477266,-1.6873268,0.7563618,2.699244
2000-05-11,-2.181864,-0.18595055,1.831123,-2.799261,0.5233914,-1.0253105
2000-05-12,-1.6738956,1.674736,-0.19042942,-1.0044572,0.2062578,-1.340846
2000-05-13,-0.2970659,0.26296118,-0.6249853,0.14355807,0.9676646,-0.58891517
2000-05-14,-1.41426,-0.57241505,-1.074255,0.43221486,0.112198874,0.6282075
2000-05-15,-0.38839045,0.2353567,0.06446288,0.26491335,-0.6137001,0.52622414
2000-05-16,-0.85510945,1.7898014,-2.2409859,-1.0891988,-1.0196794,-1.6068525
2000-05-17,0.37237042,0.89112574,-1.3822973,3.2780743,0.564551,-0.14795598
2000-05-18,0.39512584,-0.05529623,-0.34373286,0.3495255,-0.27270532,2.0841281
2000-05-19,1.8619471,1.2392156,-0.118269525,-0.3300976,-0.29083258,-0.25394526
2000-05-20,2.0202127,1.1152217,-0.983913,0.5787306,-0.76906,0.027494814
2000-05-21,2.1149194,1.1392238,-1.2343196,1.1220188,0.015554434,-0.29492757
2000-05-22,1.7898777,-0.005691397,0.8731785,1.7424188,1.3776027,1.5050143
2000-05-23,1.0988011,-1.7590709,0.949477,-1.1866663,0.009316546,0.54943424
2000-05-24,0.38376826,-1.4241227,0.6597606,-2.237506,-1.8943237,-1.9430739
2000-05-25,0.5017028,-1.4948843,0.8056216,0.5326415,-2.5983775,-1.8674583
2000-05-26,-0.88541794,-0.7696481,1.5541182,-2.7575521,-1.4233154,-2.8290517
2000-05-27,-3.4733522,0.5865054,0.41575223,-1.0251411,-1.0954504,-1.1486281
2000-05-28,-2.8118823,0.44446036,-1.6327171,0.6569186,-0.6857753,-1.7915128
2000-05-29,-0.39941794,-0.23605597,-2.5049548,2.8715017,-1.8228956,0.07395741
2000-05-30,-1.5004036,-0.7152919,-2.4825048,0.4473814,-0.6530521,1.9817228
2000-05-31,-0.10675138,-0.7023709,-1.0141622,2.9949265,-0.29457352,1.2117352
2000-06-01,0.94306666,-0.9894345,-1.9596118,0.6426813,1.6483854,0.026926357
2000-06-02,0.70343024,-0.3161456,-1.3307631,1.2543178,3.0675073,1.7665919
2000-06-03,-0.3654967,-0.03222812,-0.7206577,1.1293346,1.5849643,3.445405
2000-06-04,-0.3879614,-0.5490924,-0.367844,0.7312931,0.8265255,0.3143697
2000-06-05,-1.3088468,0.75260997,-1.1322712,-0.6143563,0.13566366,2.9997542
2000-06-06,-2.8140707,0.26454732,-0.87068564,1.191295,0.7047457,-0.39203605
2000-06-07,-2.6318278,-0.25062168,-2.636938,1.1596626,0.48657387,1.2189964
2000-06-08,-0.43945873,-0.69743276,-2.0445206,2.7301764,1.321225,0.66466415
2000-06-09,-0.56891364,-1.6225287,-1.0159168,0.8780329,0.9024369,1.245952
2000-06-10,0.313455,-1.6623011,0.22531272,0.8151064,0.8472206,1.7994213
2000-06-11,0.68366534,-0.24218221,-0.45360237,-0.20111433,1.0294813,1.1952451
2000-06-12,-0.97200984,0.21143526,0.18994167,-0.8355024,1.058266,-0.020901948
2000-06-13,0.63020813,-1.0193803,0.23547515,-1.726439,0.13630103,-0.14170033
2000-06-14,-0.98008275,-0.8783149,1.5344776,-1.3602717,-1.5449523,0.3325409
2000-06-15,0.77758104,-0.41361386,0.30350512,-0.26521707,0.7444648,-1.5008421
2000-06-16,0.28243333,-0.68809927,0.2693496,0.56410223,-1.2517917,-0.39637226
2000-06-17,-0.57924604,-0.24588892,0.092280634,-1.4959191,-1.7525268,0.59271544
2000-06-18,-1.2424252,-1.4274712,-1.1566392,-1.3734305,0.80696285,-2.6944761
2000-06-19,-0.59239817,-1.0573752,-0.97030795,-1.9047666,-0.87326443,1.2621628
2000-06-20,0.40277988,-0.19058743,0.39362097,-0.3011949,0.026337808,-2.7862298
2000-06-21,-0.22707464,-1.7659543,-0.94613576,-3.0843508,1.414326,-0.32840568
2000-06-22,0.83958364,-2.1746097,-0.055127837,0.51677257,-0.3981197,-0.16626427
2000-06-23,-0.9741096,-1.7473998,-1.1137406,-0.66240233,-2.1035051,1.8807135
2000-06-24,-1.1283176,-1.4645826,-2.8232524,-0.05989998,-1.7712076,-1.1295841
2000-06-25,-0.7154284,-1.4036891,-1.6469557,1.4545759,1.0996065,-0.14259043
2000-06-26,-0.85163045,-1.4179678,-1.0246652,1.0410268,1.3083726,0.5980272
2000-06-27,-2.0155962,0.46062675,-2.0532224,-0.43897024,-0.40383992,2.5907533
2000-06-28,-3.2920291,0.38633597,-3.075805,2.9415433,1.1215346,-0.24805883
2000-06-29,-3.81704,1.4236588,-2.4659863,2.9889414,-0.061868835,1.5066458
2000-06-30,-2.02695,1.426175,-2.508088,3.4298613,-0.612048,2.087541
2000-07-01,-2.4955974,2.7500477,-1.7301893,3.59449,-0.88656306,1.329448
2000-07-02,-2.2581837,1.1997604,-2.343039,3.2646446,1.5030994,1.0568795
2000-07-03,-1.0895832,0.40803254,-1.9248009,2.2409017,1.4641756,3.557573
2000-07-04,-0.041350782,-0.4998492,-1.5201505,1.1750875,0.24701867,1.2573131
2000-07-05,0.22148545,-0.7215879,-0.9092262,1.7657751,-0.4619597,0.9389962
2000-07-06,0.6998191,-1.6381892,-0.48659632,1.4573586,0.5256353,-0.05663941
2000-07-07,-0.5169785,-1.6233846,-0.1362916,-1.946763,1.0517416,-0.56419593
2000-07-08,0.6184942,-1.7552236,-1.629511,-2.496862,0.3968143,-1.0553828
2000-07-09,0.77929366,-0.13896517,-1.09665,-0.2514937,0.81016785,-0.9155099
2000-07-10,-0.8989248,-0.80026144,-1.5948609,-0.22602893,-0.17318334,0.7416421
2000-07-11,0.19882786,-0.7525365,-3.1521726,0.6831262,-1.0335437,-1.6445503
2000-07-12,-0.30483773,-0.30265105,-2.037052,1.6362407,-2.320738,0.4225382
2000-07-13,1.4839562,-1.3134751,-2.5450394,2.5909967,0.17432377,0.8203393
2000-07-14,2.1696784,-1.3589188,-1.5959326,0.3066802,0.26324257,-0.67186415
2000-07-15,0.78914905,-2.101267,0.36331853,1.1535255,0.23704273,1.6574581
2000-07-16,1.2493583,-1.336571,1.0564822,-2.3407636,-0.31572992,-0.05877001
2000-07-17,0.8487224,-0.47060436,1.1646874,0.08477087,0.719353,0.5654274
2000-07-18,1.1341115,-1.1640341,2.3613422,-2.3977299,-0.38620046,1.0902586
2000-07-19,1.8234569,-1.9047526,3.3382678,-1.3612098,-1.6645842,-2.9306595
2000-07-20,2.0058806,-1.6642754,3.3826382,-3.618113,-0.96125513,-3.336229
2000-07-21,0.24001819,-1.3544374,2.4423542,-4.3674874,-0.29154032,-4.6648765
2000-07-22,1.2126502,0.1746237,1.8117603,-1.0171121,0.51796806,-0.7275643
2000-07-23,0.3249655,-0.7800296,2.9355288,-1.5097858,0.29821497,0.097372465
2000-07-24,-0.61994547,-2.2807937,0.9303945,-3.4683366,0.13975736,-2.1058977
2000-07-25,-0.48497745,-0.89967465,-0.32712466,-2.731152,-1.8250104,-2.6856613
2000-07-26,-0.9009773,-1.0317484,0.16921502,-1.0216683,-2.684298,-1.0739595
2000-07-27,-0.099314824,-2.1119976,0.7834635,-1.8676538,-2.5715916,-4.0652742
2000-07-28,0.8771573,-0.8874587,1.4476707,-2.3311818,-1.5144528,-4.040948
2000-07-29,1.0659645,-1.6975205,2.5231478,-1.8196092,-1.9457862,-2.2151117
2000-07-30,0.23868126,-1.2160063,3.7721043,-3.9012642,-1.0385386,-1.6262558
2000-07-31,-0.81409335,-1.5851551,4.0486283,-3.3072214,0.36756033,-3.9703326
2000-08-01,0.7457743,-1.1765893,2.9469984,-5.900694,-0.36373588,-1.4231585
2000-08-02,-1.1579031,-0.5380267,2.6721616,-4.149303,-0.25007394,-2.6908374
2000-08-03,-0.06941238,-0.5792821,1.2412729,-2.3383126,-1.3798509,-2.284289
2000-08-04,0.1352241,0.62975854,1.013336,-1.3548042,0.249315,-2.174022
2000-08-05,-1.1299205,0.31489134,0.5539217,-1.7445656,0.009640245,-1.5063778
2000-08-06,0.037890673,0.35233676,-0.4729959,-1.3907496,-0.5221453,1.2100502
2000-08-07,0.4666015,1.2442381,-0.38658822,1.1216546,-0.93534213,0.3105405
2000-08-08,0.5150303,-0.97190297,0.70687556,-0.866634,-1.7660075,0.765131
2000-08-09,1.066075,-1.8399947,-0.55856794,-2.5864413,0.10923383,-1.9245431
2000-08-10,-0.9946885,0.4213352,-0.5607407,-4.1827807,1.5725542,-1.3968072
2000-08-11,-0.68581736,1.4406642,-0.37856093,-0.20775981,2.0406554,0.05491603
2000-08-12,0.656427,1.108595,0.46913353,1.4238114,1.2859391,0.53567624
2000-08-13,0.08341822,2.113298,1.5619167,-0.97616434,0.88905,0.8230059
2000-08-14,-0.20367941,1.5557398,3.3641584,-0.009355966,0.9603596,0.924431
2000-08-15,0.27150074,0.96285725,2.358174,-3.3244653,-0.30718815,1.022922
2000-08-16,-0.24489474,1.0004699,0.6509106,-0.99642366,0.6097858,-2.2505825
2000-08-17,-0.50373566,1.0244827,0.66086465,0.2013882,-0.9904578,0.28818578
2000-08-18,-0.3801598,0.76319844,0.08536427,-0.7905554,-0.7670264,0.0029240132
2000-08-19,-0.19675295,1.4504156,-1.1633439,1.7056668,1.501516,-1.100055
2000-08-20,0.37696213,0.7815786,-0.12731363,1.7580775,-0.06642033,1.4742317
2000-08-21,-0.0012646168,0.9585264,-0.4306261,0.36392438,-1.8742167,0.4866396
2000-08-22,-1.3776318,0.04920275,-0.029034678,0.7591469,-0.5680986,-0.9386904
2000-08-23,0.4193695,-1.7938031,0.35327128,-1.2091688,-2.3096964,-0.004945108
2000-08-24,-0.06416113,-3.7970552,0.14971405,0.08278297,-1.277515,-0.9805642
2000-08-25,0.096204735,-1.3844835,1.0193855,-1.7745945,-1.8896493,-1.122043
2000-08-26,-0.7934297,0.8980428,1.8864342,-0.68999773,-1.7318912,-1.5973369
2000-08-27,-1.0235455,2.1507642,0.06771014,-0.88656074,0.47151655,-1.0386581
2000-08-28,-1.7084732,0.80732787,-0.12735555,0.58660895,0.57358736,-0.23591153
2000-08-29,-0.6994739,1.3855542,-0.60847324,1.0219313,-0.23131214,1.7666879
2000-08-30,-0.046228066,1.6113051,0.071398854,0.56446487,0.13225025,2.4626791
2000-08-31,-0.002890762,2.26124,-0.39581147,1.4925252,-2.5381079,1.3570086
2000-09-01,1.1460915,1.5137767,-1.0741279,1.2515786,-2.0936935,0.04458039
2000-09-02,1.4623792,1.3039664,2.1481302,0.22340494,-0.18106104,-1.101442
2000-09-03,-0.016457379,1.0528527,1.1796614,-0.9575099,-0.33560842,-0.96864706
2000-09-04,1.7390912,-0.06116978,-0.21796401,0.20046027,-0.42087102,0.20669518
2000-09-05,1.6473666,-1.6578037,-0.016115475,0.443071,-0.69240624,1.0327305
2000-09-06,2.750219,-1.2428033,1.4388893,-2.0509272,-0.4960814,0.3954463
2000-09-07,1.3961148,-1.3461087,1.3531599,-1.6666977,-0.58805186,-1.4310247
2000-09-08,1.8764449,-0.60547525,2.7640712,-0.901129,-0.024218258,-2.4728131
2000-09-09,1.4644616,-1.5482945,1.7949365,-3.9721763,0.7225625,-3.3934884
2000-09-10,-0.19845015,-1.8330826,1.8830707,-2.5164614,3.0186791,-1.6916243
2000-09-11,-0.22863641,-0.7357569,0.7245006,-2.007246,1.7323867,0.23672125
2000-09-12,-0.8459356,0.5465833,-1.5235636,-1.0265688,3.321845,-0.3252835
2000-09-13,-0.5523415,1.8306671,-0.16794261,1.9039191,3.3176234,3.096809
2000-09-14,-1.4543977,0.7093266,-0.45847338,0.9880422,3.1841345,1.1367166
2000-09-15,-2.5257308,3.0222154,0.3214307,0.21505883,2.1820984,2.389851
2000-09-16,-3.159602,2.9668736,-0.022475768,1.2534832,2.381275,1.0868663
2000-09-17,-4.314804,0.6489235,-0.87526155,2.755061,0.91369766,1.7455019
2000-09-18,-3.974091,-0.6920295,-1.640955,2.83205,-2.0927887,2.600773
2000-09-19,-1.6870223,-0.11121284,-2.2455878,-0.7153913,-1.4645904,0.23624405
2000-09-20,-0.5624571,0.3582956,-1.1802448,1.4180243,-0.8460662,-0.79366565
2000-09-21,-1.5086042,1.2115779,-1.5468988,0.6175013,0.23912086,0.23962085
2000-09-22,0.050002605,1.7169933,-0.77036667,2.1260421,0.7777422,1.3760105
2000-09-23,-0.3864633,0.94234866,0.38254553,1.4103205,0.26697063,-0.63118494
2000-09-24,-3.165525,0.595958,-0.60238695,-1.3162804,0.626833,1.5837972
2000-09-25,-2.8582063,0.5375759,0.08444212,1.9630618,0.54351413,1.1416339
2000-09-26,-3.67801,1.000867,-1.2847087,1.2795287,1.7884048,1.5995833
2000-09-27,-2.1140118,1.0809667,-1.885967,0.3804185,0.64811337,1.3163748
2000-09-28,-2.7917604,0.6537509,-3.3976595,1.1900381,-0.6573323,-0.91136384
2000-09-29,-1.0413135,1.0048716,-4.373683,3.548896,-1.0322547,1.5205904
2000-09-30,-0.8588354,-0.02337966,-3.3663156,4.884268,1.2524391,3.6335182
2000-10-01,-0.2695654,-0.16547428,-1.0451562,2.532973,1.0828272,2.3304043
2000-10-02,-0.8678942,-0.5495098,-2.2098327,2.3384535,1.8446593,0.18609135
2000-10-03,-1.495373,-1.5032806,-1.593887,-0.62051463,1.7436023,2.6384032
2000-10-04,-0.71428204,0.057608772,0.905795,-0.5938905,0.16946916,0.86152965
2000-10-05,-0.037202507,0.21101487,0.2611778,1.3194382,-1.8956836,-1.2254989
2000-10-06,-2.0449746,-0.13427192,0.32465598,-0.42674342,-2.4166758,-1.2672073
2000-10-07,-2.03071,0.45587826,-0.680425,1.0382204,-0.40058112,-1.6227388
2000-10-08,-2.5854678,1.5606028,-2.9603796,0.77760965,-1.4532249,2.734843
2000-10-09,-1.82266,0.7844946,-3.4788246,3.7737873,-2.8762007,2.4984648
2000-10-10,-2.810905,-0.4014789,-2.2841969,3.85498,-1.5191158,-0.018010855
2000-10-11,-1.5243454,-0.057649575,-2.6264153,1.8332433,1.1651235,1.9489726
2000-10-12,0.3079691,-0.6033596,-1.1944139,0.54526526,0.78643864,1.5203956
2000-10-13,0.39970225,-0.74388003,-1.2688437,0.43488243,-0.46676415,1.9579248
2000-10-14,-0.51316065,-1.908816,-0.32298732,-1.027543,0.28721792,0.22151573
2000-10-15,-1.7078232,-2.366393,-1.0384979,-1.1614423,0.12969376,0.18867446
2000-10-16,-0.96855587,-1.3339324,-2.3759053,-0.31759822,0.6135245,-0.67771727
2000-10-17,-0.6602293,-0.01310966,-2.0487325,1.517971,-0.1987175,1.5327955
2000-10-18,0.4147773,0.43428814,-0.4198937,0.9088139,-1.505521,1.508117
2000-10-19,0.83155096,1.0235771,0.4902841,0.8736775,-2.449916,0.40727422
2000-10-20,-1.0108038,0.69462174,2.5666783,0.16419563,-0.9884972,0.849362
2000-10-21,-1.4656535,-0.09070401,0.84980536,-2.578492,-1.3676379,-0.45494285
2000-10-22,-1.0192624,-0.040821396,0.08229879,-1.3702769,-0.25301918,-0.36806956
2000-10-23,-2.0812464,-1.086318,-0.1561777,0.6227847,0.9540918,-0.65453935
2000-10-24,-0.3982545,-0.14407197,0.013410509,-0.90914077,1.029203,2.9605186
2000-10-25,0.6319653,-1.2790263,-1.329676,0.58235663,-1.2425783,-0.28907108
2000-10-26,1.341868,-0.19134837,-0.9640563,0.5107427,-0.82932484,-0.020583939
2000-10-27,0.9575827,-0.514111,1.2926819,0.49454904,-3.7375076,-0.7715694
2000-10-28,1.7084373,-1.2614577,1.9765961,-0.07705409,-3.7917328,-3.2540932
2000-10-29,1.4428134,-1.4306108,0.75054437,-1.848764,-3.0172143,-1.4603627
2000-10-30,2.5430431,0.31384832,0.24276276,-1.1087409,-1.696202,-2.939768
2000-10-31,4.0557246,1.0378965,1.3419111,1.302257,-1.5138004,-2.1404026
2000-11-01,3.051234,0.50343245,0.4860732,0.054130062,0.6455255,-1.6788677
